repo,test_id,framework,line,name,raw_code,value_summary,input_source_class,input_source_inferred,input_plausibility,input_plausibility_paper_label,value_visibility,input_channel,field_context,input_target_role_ast,input_target_context_ast,input_value_expression_kind_ast,input_endpoint_construction_ast,review_reason,input_evidence_basis,input_origin_kind,input_origin_evidence,external_file_path,field_path,linked_definition_file,linked_definition_line,manual_plausibility_should_be,manual_notes
UI5/webcomponents,74c090452beb896e4a64ecb7a6cec1b2,Cypress,56,input:realPress:L,"cy.get(""[ui5-search]"")
			.realPress(""L"")",L,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,keyboard_input,[ui5 search],domain_text_field,[ui5-search],string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
UI5/webcomponents,12250f4f57d44a6eabfc917fc77acde0,Cypress,292,input:realPress:I,"cy.get(""[ui5-search]"")
			.realPress(""I"")",I,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,keyboard_input,[ui5 search],domain_text_field,[ui5-search],string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
SonicJs-Org/sonicjs,f41fbc2a221e1e023f0c59ee0aefbb32,Playwright,342,input:selectOption:all,statusSelect.selectOption('all'),all,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,,domain_selection_field,,string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
npmx-dev/npmx.dev,b9518fb83a88a2fd32599ae9f823870f,Playwright,181,input:selectOption:admin,orgManagement.locator('#new-member-role').selectOption('admin'),admin,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,new member role,domain_selection_field,#new-member-role,string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
UI5/webcomponents,124bb44dd902f961095c2403788db0d1,Cypress,317,input:realPress:I,"cy.get(""[ui5-search]"")
			.realPress(""I"")",I,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,keyboard_input,[ui5 search],domain_text_field,[ui5-search],string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
SonicJs-Org/sonicjs,5bde2ba87cac54a92edc951225a08457,Playwright,51,input:selectOption:en,"page.locator('select[name=""language""]').selectOption('en')",en,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,"select[name=""language""]",domain_text_field,"select[name=""language""]",string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
UI5/webcomponents,1a65c670f23ae92e29d397c435de51a3,Cypress,1194,input:realPress:I,"cy.get(""[ui5-search]"")
			.realPress(""I"")",I,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,keyboard_input,[ui5 search],domain_text_field,[ui5-search],string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
UI5/webcomponents,dfeed80e7f1094cdd4a71195e09c763b,Cypress,1799,input:realPress:t,"cy.get(""@labelRoot"").realPress(""t"")",t,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,keyboard_input,@labelRoot,domain_text_field,@labelRoot,string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
UI5/webcomponents,3b3034db4ff30ea3a563f12da2dd1230,Cypress,369,input:realPress:I,"cy.get(""[ui5-search]"")
			.realPress(""I"")",I,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,keyboard_input,[ui5 search],domain_text_field,[ui5-search],string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
BuilderIO/builder,73e93313b5f4379adb96a864fe212b1f,Playwright,75,input:selectOption:20-30,page.locator('select').selectOption('20-30'),20-30,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,select,domain_selection_field,select,string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
UI5/webcomponents,c14cdc8f02fc40c4a6359b27e3b7d257,Cypress,1495,input:realPress:I,"cy.get(""[ui5-search]"")
			.realPress(""I"")",I,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,keyboard_input,[ui5 search],domain_text_field,[ui5-search],string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
UI5/webcomponents,c2b8446b3d63dadb0985d8da588be452,Cypress,1461,input:realPress:I,"cy.get(""[ui5-search]"")
			.realPress(""I"")",I,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,keyboard_input,[ui5 search],domain_text_field,[ui5-search],string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
UI5/webcomponents,00501e1304c08e3258a147d2d7099dca,Cypress,317,input:realPress:b,"cy.get(""@searchfield"")
				.realPress(""a"")
				.realPress(""b"")",b,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,keyboard_input,@searchfield,domain_text_field,@searchfield,string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
UI5/webcomponents,ea8e902fc624efeebb83d04d2ac29bb9,Cypress,1584,input:realPress:I,"cy.get(""[ui5-search]"")
			.realPress(""I"")",I,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,keyboard_input,[ui5 search],domain_text_field,[ui5-search],string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
UI5/webcomponents,a264eb2a815020fbeec9a6f8a58bd1ac,Cypress,149,input:realPress:L,"cy.get(""[ui5-search]"")
			.realPress(""L"")",L,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,keyboard_input,[ui5 search],domain_text_field,[ui5-search],string_literal,,needs_review_flag;low_plausibility_confidence;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
jsonwebtoken/jsonwebtoken.github.io,d5be60d5237947465b04e3b5ad10cd85,Playwright,255,input:fill:jwt,jwtEditorInput.fill(jwt),jwt,variable_from_external_file,variable_input,domain_plausible_input,domain_plausible_input,opaque,ui_text_entry,,unknown,,identifier,,needs_review_flag;low_provenance_confidence,ast_provenance,,,e2e/jwt.json,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
jsonwebtoken/jsonwebtoken.github.io,d5be60d5237947465b04e3b5ad10cd85,Playwright,287,input:fill:jwt,jwtEditorInput.fill(jwt),jwt,variable_from_external_file,variable_input,domain_plausible_input,domain_plausible_input,opaque,ui_text_entry,,unknown,,identifier,,needs_review_flag;low_provenance_confidence,ast_provenance,,,e2e/jwt.json,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
taiga-family/maskito,621e2b124b1ccd4a6a40c1ac42ae136e,Cypress,97,input:type:aabbcc,"cy.get('@input')
                .type('aabbcc')",aabbcc,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,@input,unknown,@input,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
influxdata/chronograf,780a08203357a306977d9b9ed4b2475c,Cypress,57,input:type:Dashboard,cy.getByTestID('dashboard-filter--input').clear().type('Dashboard'),Dashboard,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,,unknown,,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
jupyter/nbdime,8bfff972873ee68ff9237a1fab5426c8,Playwright,6,input:fill:data/merge_test2/center.ipynb,page.locator('#merge-base').fill('data/merge_test2/center.ipynb'),data/merge_test2/center.ipynb,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,merge base,unknown,#merge-base,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
facebook/lexical,64694926e751c755cffd47194cae81c0,Playwright,1336,input:type:helloworld,page.keyboard.type('helloworld'),helloworld,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,,unknown,,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
plasmicapp/plasmic,c04cc749935effc24ea0a4101994c34a,Playwright,374,input:type:onClick,"page.keyboard.type(""onClick"")",onClick,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,,unknown,,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
facebook/lexical,59663a4dca2265c16b19f1b788d3d04a,Playwright,86,input:type:World,page.keyboard.type('World'),World,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,,unknown,,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
jupyter/nbdime,6ea370ce9c60b1750eb233f6d1f92f5a,Playwright,7,input:fill:data/merge_test4/right.ipynb,page.locator('#merge-remote').fill('data/merge_test4/right.ipynb'),data/merge_test4/right.ipynb,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,merge remote,unknown,#merge-remote,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
bluesky-social/ozone,90cd9862c81a48df917f7e9b5c456989,Cypress,54,input:type:alice.test,cy.get('#account-handle').type('alice.test'),alice.test,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,account handle,unknown,#account-handle,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
ionic-team/ionic-framework,dff9fcabe9d3a2bf7271f6514d01ebfd,Playwright,62,input:fill:hola,page.locator('ion-input').nth(0).locator('input').fill('hola'),hola,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,input,unknown,input,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
jupyterlab/jupyterlab,07a2428276e3652bfd00ab0128d4897f,Playwright,230,input:type:Heading 3,page.keyboard.type('Heading 3'),Heading 3,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,,unknown,,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
payloadcms/payload,032be23e06296bc152401cc73724f390,Playwright,734,input:fill:custom,page.locator('#field-id').fill('custom'),custom,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,id,unknown,#field-id,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
facebook/lexical,3f3180955de27debf0494764c73007da,Playwright,738,input:type:HelloWorld,page.keyboard.type('HelloWorld'),HelloWorld,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,,unknown,,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
facebook/lexical,1c44129b6e971f15dc05315978d66220,Playwright,147,input:type:Line2,page.keyboard.type('Line2'),Line2,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,,unknown,,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
jupyter/nbdime,5f980660148d106e778a8800c4cb120a,Playwright,5,input:fill:data/diff_test1/left.ipynb,page.locator('#diff-remote').fill('data/diff_test1/left.ipynb'),data/diff_test1/left.ipynb,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,diff remote,unknown,#diff-remote,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
jupyter/nbdime,02ec7994253c68d9eb1fada74f77e5dc,Playwright,5,input:fill:data/merge_test2/left.ipynb,page.locator('#merge-local').fill('data/merge_test2/left.ipynb'),data/merge_test2/left.ipynb,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,merge local,unknown,#merge-local,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
jupyter/nbdime,0d1de83be2b53dfeaf09188ee339a6a8,Playwright,7,input:fill:data/merge_test3/right.ipynb,page.locator('#merge-remote').fill('data/merge_test3/right.ipynb'),data/merge_test3/right.ipynb,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,merge remote,unknown,#merge-remote,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
facebook/lexical,dba3fe3f83d372d33305a01394aa4073,Playwright,64,input:type:item 3,page.keyboard.type('item 3'),item 3,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,,unknown,,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
facebook/lexical,2420f68e4043961a5fe86925788b6428,Playwright,427,input:type:three,page.keyboard.type('three'),three,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,,unknown,,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
bluesky-social/ozone,4dd5c213d9d0c0830072ec5e6f83d9b6,Cypress,54,input:type:alice.test,cy.get('#account-handle').type('alice.test'),alice.test,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,account handle,unknown,#account-handle,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
jupyter/nbdime,d8f5f07ebc854ca57648826469530805,Playwright,5,input:fill:data/merge_test2/left.ipynb,page.locator('#merge-local').fill('data/merge_test2/left.ipynb'),data/merge_test2/left.ipynb,literal_input,literal_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,merge local,unknown,#merge-local,string_literal,,needs_review_flag;visible_unclear,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
payloadcms/payload,ef84734a9a22b93713f3458aae0ab173,Playwright,619,input:type:Upload,page.keyboard.type('Upload'),Upload,literal_input,file_upload_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,,unknown,,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
SonicJs-Org/sonicjs,9296a3af8bb24b6ca41be9b4ef1dd5c2,Playwright,51,input:selectOption:external,ctaPrimaryMode.selectOption('external'),external,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,,domain_selection_field,,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
pierrecomputer/pierre,fd86f5f79b048c29e45f0e9729335fa5,Playwright,137,input:selectOption:demo-small,page.locator('#workload').selectOption('demo-small'),demo-small,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,workload,domain_selection_field,#workload,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
payloadcms/payload,2e0cdc9150cc8911fc836abc12bba2b2,Playwright,1566,input:fill:prefix-three,bulkUploadModal.locator('#field-prefix').fill('prefix-three'),prefix-three,literal_input,file_upload_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,prefix,unknown,#field-prefix,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
CopilotKit/CopilotKit,c2cd8594d112de0a32916382ce5bdc3c,Playwright,45,input:selectOption:Asia/Tokyo,"page.getByTestId(""ctx-timezone"").selectOption(""Asia/Tokyo"")",Asia/Tokyo,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,ctx timezone,domain_selection_field,ctx-timezone,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
SonicJs-Org/sonicjs,1035ce0e18cebe9d9204a6908693e3a0,Playwright,226,input:selectOption:active,"page.selectOption('#status-filter', 'active')",active,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,status filter,domain_selection_field,,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
SonicJs-Org/sonicjs,32da736dd73f723b1013369876f137c5,Playwright,78,input:selectOption:active,"page.selectOption('#status-filter', 'active')",active,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,status filter,domain_selection_field,,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
pierrecomputer/pierre,048bd09a2bf15cf1efad7e38b289f3f4,Playwright,221,input:selectOption:right-click,"page
      .locator('[data-test-item-customization-trigger-mode=""true""]')
      .selectOption('right-click')",right-click,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,"[data test item customization trigger mode=""true""]",domain_selection_field,"[data-test-item-customization-trigger-mode=""true""]",string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
ionic-team/ionic-framework,5c9c1c76b1f9642c4cf684b56855faf2,Playwright,74,input:selectOption:month-year,page.locator('select').selectOption('month-year'),month-year,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,select,domain_selection_field,select,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
payloadcms/payload,951888de941de860231a20cc1cf69115,Playwright,1651,input:fill:test-prefix,bulkUploadModal.locator('#field-prefix').fill('test-prefix'),test-prefix,literal_input,file_upload_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,prefix,unknown,#field-prefix,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
SonicJs-Org/sonicjs,4b38b410cf79208e8d6c3e586db9e0f6,Playwright,34,input:selectOption:grid,viewSelector.selectOption('grid'),grid,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,,domain_selection_field,,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
git-truck/git-truck,3d3b26175eb7a7e3bf3b872660b20f0b,Playwright,14,input:selectOption:main,"page.getByTestId(""revision-select-git-truck"").selectOption(""main"")",main,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,revision select git truck,domain_selection_field,revision-select-git-truck,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
payloadcms/payload,2e0cdc9150cc8911fc836abc12bba2b2,Playwright,1554,input:fill:prefix-one,bulkUploadModal.locator('#field-prefix').fill('prefix-one'),prefix-one,literal_input,file_upload_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_text_entry,prefix,unknown,#field-prefix,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
CopilotKit/CopilotKit,15f1b36a8e6a9679f334869820847eba,Playwright,23,input:selectOption:Europe/London,"tz.selectOption(""Europe/London"")",Europe/London,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,,domain_selection_field,,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
SonicJs-Org/sonicjs,4b38b410cf79208e8d6c3e586db9e0f6,Playwright,24,input:selectOption:list,viewSelector.selectOption('list'),list,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,,domain_selection_field,,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
surveyjs/survey-library,a7ca776dc0767e8b1859cf64af8da387,Playwright,65,input:selectOption:Cuba,"page.selectOption(""select"", ""Cuba"")",Cuba,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,select,domain_selection_field,,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
ionic-team/ionic-framework,1864639a5537085d6274bd11bc4e6651,Playwright,102,input:selectOption:year,page.locator('select').selectOption('year'),year,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,select,domain_selection_field,select,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
quran/quran.com-frontend-next,14c5cc3675ca595daf6fb9842dbf8e09,Playwright,81,input:selectOption:arabic,languageSelect.selectOption('arabic'),arabic,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,,domain_selection_field,,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
ionic-team/ionic-framework,168de231e4ccafaaf00f38907a2c26f0,Playwright,143,input:selectOption:date-time,select.selectOption('date-time'),date-time,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,,domain_selection_field,,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
SonicJs-Org/sonicjs,699da3111d9105ba18480eeeaf9ae524,Playwright,43,input:selectOption:security,"page.selectOption('#category-filter', 'security')",security,literal_input,variable_input,unclear,indeterminate_or_insufficient_evidence,visible,ui_selection,category filter,domain_selection_field,,string_literal,,needs_review_flag;visible_unclear;ast_regex_mismatch:source_class,ast_value_argument,,,,,,,n/a,Reviewed review-queue row; use primary source_plausibility_audit_sample for correctness metrics.
